id,name,batch_year,era,status,outcome,country,in_us,team_size,team_bucket,top_company,industry_tag
26331,BBy,2022,2015-2024,Active,Surviving,USA,TRUE,70,26-100,FALSE,Healthcare
26331,BBy,2022,2015-2024,Active,Surviving,USA,TRUE,70,26-100,FALSE,Medical Devices
26311,WhiteLab Genomics,2022,2015-2024,Active,Surviving,France,FALSE,40,26-100,FALSE,Healthcare
26311,WhiteLab Genomics,2022,2015-2024,Active,Surviving,France,FALSE,40,26-100,FALSE,Drug Discovery and Delivery
26307,Mindbase,2022,2015-2024,Active,Surviving,USA,TRUE,7,6-10,FALSE,B2B
26307,Mindbase,2022,2015-2024,Active,Surviving,USA,TRUE,7,6-10,FALSE,Marketing
26303,Massdriver,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,B2B
26303,Massdriver,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,"Engineering, Product and Design"
26296,Reality Defender,2022,2015-2024,Active,Surviving,USA,TRUE,54,26-100,FALSE,B2B
26296,Reality Defender,2022,2015-2024,Active,Surviving,USA,TRUE,54,26-100,FALSE,Security
26294,Lizza,2022,2015-2024,Active,Surviving,Mexico,FALSE,7,6-10,FALSE,B2B
26294,Lizza,2022,2015-2024,Active,Surviving,Mexico,FALSE,7,6-10,FALSE,Retail
26290,Mono,2022,2015-2024,Active,Surviving,Colombia,FALSE,30,26-100,FALSE,Fintech
26290,Mono,2022,2015-2024,Active,Surviving,Colombia,FALSE,30,26-100,FALSE,Payments
26277,CrediBook,2022,2015-2024,Active,Surviving,Indonesia,FALSE,53,26-100,FALSE,B2B
26277,CrediBook,2022,2015-2024,Active,Surviving,Indonesia,FALSE,53,26-100,FALSE,Retail
26268,Remi,2022,2015-2024,Active,Surviving,USA,TRUE,170,101-500,FALSE,Real Estate and Construction
26267,Fresh Factory,2022,2015-2024,Active,Surviving,Indonesia,FALSE,100,26-100,FALSE,B2B
26267,Fresh Factory,2022,2015-2024,Active,Surviving,Indonesia,FALSE,100,26-100,FALSE,Supply Chain and Logistics
26266,Onboard.io,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,B2B
26266,Onboard.io,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Productivity
26265,Seis,2022,2015-2024,Active,Surviving,USA,TRUE,70,26-100,FALSE,Fintech
26265,Seis,2022,2015-2024,Active,Surviving,USA,TRUE,70,26-100,FALSE,Consumer Finance
26264,Jutsoo,2022,2015-2024,Active,Surviving,Indonesia,FALSE,12,11-25,FALSE,B2B
26264,Jutsoo,2022,2015-2024,Active,Surviving,Indonesia,FALSE,12,11-25,FALSE,Finance and Accounting
26254,Eventual,2022,2015-2024,Active,Surviving,USA,TRUE,18,11-25,FALSE,B2B
26254,Eventual,2022,2015-2024,Active,Surviving,USA,TRUE,18,11-25,FALSE,Infrastructure
26242,Finnix,2022,2015-2024,Active,Surviving,Indonesia,FALSE,13,11-25,FALSE,Fintech
26242,Finnix,2022,2015-2024,Active,Surviving,Indonesia,FALSE,13,11-25,FALSE,Insurance
26210,Alima,2022,2015-2024,Active,Surviving,Mexico,FALSE,10,6-10,FALSE,B2B
26210,Alima,2022,2015-2024,Active,Surviving,Mexico,FALSE,10,6-10,FALSE,Supply Chain and Logistics
26205,Karate Labs,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,B2B
26205,Karate Labs,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,"Engineering, Product and Design"
26190,HippoBuild,2022,2015-2024,Active,Surviving,Colombia,FALSE,5,1-5,FALSE,Real Estate and Construction
26190,HippoBuild,2022,2015-2024,Active,Surviving,Colombia,FALSE,5,1-5,FALSE,Construction
26183,Pantore Pay,2022,2015-2024,Active,Surviving,Brazil,FALSE,25,11-25,FALSE,Fintech
26163,beU delivery,2022,2015-2024,Active,Surviving,Ethiopia,FALSE,300,101-500,FALSE,Consumer
26163,beU delivery,2022,2015-2024,Active,Surviving,Ethiopia,FALSE,300,101-500,FALSE,Food and Beverage
26148,Powerdocs,2022,2015-2024,Active,Surviving,Germany,FALSE,4,1-5,FALSE,B2B
26147,Cofactr,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,B2B
26147,Cofactr,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Supply Chain and Logistics
26139,Revoy,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Industrials
26139,Revoy,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Automotive
26138,KorrAI,2022,2015-2024,Active,Surviving,Canada,FALSE,24,11-25,FALSE,Real Estate and Construction
26138,KorrAI,2022,2015-2024,Active,Surviving,Canada,FALSE,24,11-25,FALSE,Construction
26134,Beyond Aero,2022,2015-2024,Active,Surviving,,FALSE,80,26-100,FALSE,Industrials
26134,Beyond Aero,2022,2015-2024,Active,Surviving,,FALSE,80,26-100,FALSE,Aviation and Space
26125,GovDash,2022,2015-2024,Active,Surviving,USA,TRUE,56,26-100,FALSE,Government
26122,"Origami Therapeutics, Inc.",2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Healthcare
26122,"Origami Therapeutics, Inc.",2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Therapeutics
26121,Cinapse,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,B2B
26121,Cinapse,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Productivity
26120,AirMyne,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,Industrials
26120,AirMyne,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,Climate
26118,Offbeast,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Consumer
26118,Offbeast,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Food and Beverage
26109,Poko,2022,2015-2024,Active,Surviving,Singapore,FALSE,10,6-10,FALSE,Fintech
26108,GoSats,2022,2015-2024,Active,Surviving,India,FALSE,8,6-10,FALSE,Fintech
26094,Cellbyte,2022,2015-2024,Active,Surviving,Germany,FALSE,3,1-5,FALSE,Healthcare
26094,Cellbyte,2022,2015-2024,Active,Surviving,Germany,FALSE,3,1-5,FALSE,Healthcare IT
26073,Dealls – Jobs & Mentoring,2022,2015-2024,Active,Surviving,Indonesia,FALSE,127,101-500,FALSE,B2B
26073,Dealls – Jobs & Mentoring,2022,2015-2024,Active,Surviving,Indonesia,FALSE,127,101-500,FALSE,Recruiting and Talent
26072,Impossible Metals,2022,2015-2024,Active,Surviving,USA,TRUE,20,11-25,FALSE,Industrials
26072,Impossible Metals,2022,2015-2024,Active,Surviving,USA,TRUE,20,11-25,FALSE,Climate
26067,Trusty,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Real Estate and Construction
26067,Trusty,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Housing and Real Estate
26066,Query Vary,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,B2B
26066,Query Vary,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,"Engineering, Product and Design"
26054,Circular,2022,2015-2024,Active,Surviving,Singapore,FALSE,25,11-25,FALSE,Consumer
26054,Circular,2022,2015-2024,Active,Surviving,Singapore,FALSE,25,11-25,FALSE,Consumer Electronics
26053,Powerhouse AI,2022,2015-2024,Active,Surviving,Singapore,FALSE,6,6-10,FALSE,B2B
26053,Powerhouse AI,2022,2015-2024,Active,Surviving,Singapore,FALSE,6,6-10,FALSE,Supply Chain and Logistics
26051,GIMO,2022,2015-2024,Active,Surviving,Vietnam,FALSE,70,26-100,FALSE,Fintech
26051,GIMO,2022,2015-2024,Active,Surviving,Vietnam,FALSE,70,26-100,FALSE,Credit and Lending
26050,Olympian Motors,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Industrials
26050,Olympian Motors,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Automotive
26049,Netmaker,2022,2015-2024,Active,Surviving,USA,TRUE,7,6-10,FALSE,B2B
26049,Netmaker,2022,2015-2024,Active,Surviving,USA,TRUE,7,6-10,FALSE,Infrastructure
26041,The Ankler,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Consumer
26041,The Ankler,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Content
26035,Darsel,2022,2015-2024,Active,Surviving,NA,FALSE,5,1-5,FALSE,Education
26034,Kenobi,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,3,1-5,FALSE,B2B
26034,Kenobi,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,3,1-5,FALSE,Sales
26033,Heptabase,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,10,6-10,FALSE,Consumer
26032,Reviving Mind,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Healthcare
26032,Reviving Mind,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Healthcare Services
26021,Anja Health,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Healthcare
26021,Anja Health,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Consumer Health and Wellness
26020,Koko,2022,2015-2024,Active,Surviving,NA,FALSE,8,6-10,FALSE,Healthcare
26020,Koko,2022,2015-2024,Active,Surviving,NA,FALSE,8,6-10,FALSE,Consumer Health and Wellness
26019,AYC Fund,2022,2015-2024,Active,Surviving,South Korea,FALSE,1,1-5,FALSE,Fintech
26019,AYC Fund,2022,2015-2024,Active,Surviving,South Korea,FALSE,1,1-5,FALSE,Asset Management
26016,Finku,2022,2015-2024,Active,Surviving,Indonesia,FALSE,20,11-25,FALSE,Fintech
26015,Splendor,2022,2015-2024,Active,Surviving,USA,TRUE,1,1-5,FALSE,B2B
26012,Postal,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Fintech
26012,Postal,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Insurance
26004,Avocademy,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Education
26003,Mahaana Wealth,2022,2015-2024,Active,Surviving,Pakistan,FALSE,30,26-100,FALSE,Fintech
25999,Codec,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Consumer
25999,Codec,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Content
25995,Workflow86,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,B2B
25995,Workflow86,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Operations
25992,WANTD,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Consumer
25992,WANTD,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Apparel and Cosmetics
25991,Humand,2022,2015-2024,Active,Surviving,USA,TRUE,270,101-500,FALSE,B2B
25991,Humand,2022,2015-2024,Active,Surviving,USA,TRUE,270,101-500,FALSE,Human Resources
25989,Blink,2022,2015-2024,Active,Surviving,USA,TRUE,1,1-5,FALSE,B2B
25989,Blink,2022,2015-2024,Active,Surviving,USA,TRUE,1,1-5,FALSE,"Engineering, Product and Design"
25986,Unravel Carbon,2022,2015-2024,Active,Surviving,Singapore,FALSE,42,26-100,FALSE,B2B
25985,RTHM,2022,2015-2024,Active,Surviving,USA,TRUE,14,11-25,FALSE,Healthcare
25985,RTHM,2022,2015-2024,Active,Surviving,USA,TRUE,14,11-25,FALSE,Healthcare Services
25984,Rally UXR,2022,2015-2024,Active,Surviving,USA,TRUE,30,26-100,FALSE,B2B
25984,Rally UXR,2022,2015-2024,Active,Surviving,USA,TRUE,30,26-100,FALSE,"Engineering, Product and Design"
25983,Housewarming,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Consumer
25981,Arpari,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Fintech
25978,Fleek,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,100,26-100,FALSE,B2B
25978,Fleek,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,100,26-100,FALSE,Retail
25977,yhangry,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,12,11-25,FALSE,Consumer
25977,yhangry,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,12,11-25,FALSE,Food and Beverage
25976,GoJom,2022,2015-2024,Active,Surviving,Peru,FALSE,140,101-500,FALSE,Real Estate and Construction
25974,Float Health,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Healthcare
25973,amiloz,2022,2015-2024,Active,Surviving,Mexico,FALSE,20,11-25,FALSE,Fintech
25973,amiloz,2022,2015-2024,Active,Surviving,Mexico,FALSE,20,11-25,FALSE,Credit and Lending
25969,Shaped,2022,2015-2024,Active,Surviving,USA,TRUE,25,11-25,FALSE,B2B
25969,Shaped,2022,2015-2024,Active,Surviving,USA,TRUE,25,11-25,FALSE,Infrastructure
25967,ngrow.ai,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,B2B
25967,ngrow.ai,2022,2015-2024,Active,Surviving,USA,TRUE,11,11-25,FALSE,Marketing
25965,Vobi,2022,2015-2024,Active,Surviving,Brazil,FALSE,45,26-100,FALSE,Real Estate and Construction
25965,Vobi,2022,2015-2024,Active,Surviving,Brazil,FALSE,45,26-100,FALSE,Construction
25960,Clupp,2022,2015-2024,Active,Surviving,Mexico,FALSE,12,11-25,FALSE,Fintech
25960,Clupp,2022,2015-2024,Active,Surviving,Mexico,FALSE,12,11-25,FALSE,Insurance
25959,QUIK,2022,2015-2024,Active,Surviving,Venezuela,FALSE,20,11-25,FALSE,Consumer
25954,Status,2022,2015-2024,Active,Surviving,USA,TRUE,9,6-10,FALSE,Consumer
25954,Status,2022,2015-2024,Active,Surviving,USA,TRUE,9,6-10,FALSE,Social
25951,SOTERI SKIN,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Consumer
25951,SOTERI SKIN,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Home and Personal
25948,Spade,2022,2015-2024,Active,Surviving,USA,TRUE,25,11-25,FALSE,Fintech
25947,Fogbender,2022,2015-2024,Active,Surviving,NA,FALSE,6,6-10,FALSE,B2B
25946,PropelAuth,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,B2B
25946,PropelAuth,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,"Engineering, Product and Design"
25937,Argument Computer Corporation,2022,2015-2024,Active,Surviving,USA,TRUE,8,6-10,FALSE,B2B
25935,Topship,2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,B2B
25935,Topship,2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,Supply Chain and Logistics
25931,Amal Invest,2022,2015-2024,Active,Surviving,Bahrain,FALSE,3,1-5,FALSE,Fintech
25930,SNAB,2022,2015-2024,Active,Surviving,Spain,FALSE,6,6-10,FALSE,Fintech
25928,Attain,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,B2B
25924,Better Opinions,2022,2015-2024,Active,Surviving,Bengaluru,FALSE,12,11-25,FALSE,Consumer
25924,Better Opinions,2022,2015-2024,Active,Surviving,Bengaluru,FALSE,12,11-25,FALSE,Gaming
25918,Venue.ink,2022,2015-2024,Active,Surviving,Canada,FALSE,9,6-10,FALSE,Fintech
25918,Venue.ink,2022,2015-2024,Active,Surviving,Canada,FALSE,9,6-10,FALSE,Payments
25915,UNISON,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Consumer
25915,UNISON,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Virtual and Augmented Reality
25914,IoTFlows Inc,2022,2015-2024,Active,Surviving,USA,TRUE,60,26-100,FALSE,B2B
25914,IoTFlows Inc,2022,2015-2024,Active,Surviving,USA,TRUE,60,26-100,FALSE,Productivity
25913,Trueplace,2022,2015-2024,Active,Surviving,,FALSE,4,1-5,FALSE,B2B
25911,Cypher,2022,2015-2024,Active,Surviving,USA,TRUE,12,11-25,FALSE,Fintech
25911,Cypher,2022,2015-2024,Active,Surviving,USA,TRUE,12,11-25,FALSE,Payments
25907,Joon Health,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Healthcare
25907,Joon Health,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Consumer Health and Wellness
25891,PINA,2022,2015-2024,Active,Surviving,Indonesia,FALSE,25,11-25,FALSE,Fintech
25876,Numida,2022,2015-2024,Active,Surviving,Uganda,FALSE,115,101-500,FALSE,Fintech
25876,Numida,2022,2015-2024,Active,Surviving,Uganda,FALSE,115,101-500,FALSE,Credit and Lending
25871,Brainboard,2022,2015-2024,Active,Surviving,USA,TRUE,9,6-10,FALSE,B2B
25871,Brainboard,2022,2015-2024,Active,Surviving,USA,TRUE,9,6-10,FALSE,"Engineering, Product and Design"
25870,Top Road,2022,2015-2024,Active,Surviving,Australia,FALSE,2,1-5,FALSE,Fintech
25870,Top Road,2022,2015-2024,Active,Surviving,Australia,FALSE,2,1-5,FALSE,Payments
25866,Ponyrun,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,B2B
25866,Ponyrun,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Operations
25865,Andson Biotech,2022,2015-2024,Active,Surviving,USA,TRUE,4,1-5,FALSE,Healthcare
25864,Torpedo Therapeutics,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,Healthcare
25864,Torpedo Therapeutics,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,Medical Devices
25849,Theneo,2022,2015-2024,Active,Surviving,USA,TRUE,21,11-25,FALSE,B2B
25849,Theneo,2022,2015-2024,Active,Surviving,USA,TRUE,21,11-25,FALSE,"Engineering, Product and Design"
25835,Kular,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,12,11-25,FALSE,B2B
25835,Kular,2022,2015-2024,Active,Surviving,United Kingdom,FALSE,12,11-25,FALSE,Sales
25827,Talentropy.ai,2022,2015-2024,Active,Surviving,Colombia,FALSE,35,26-100,FALSE,B2B
25827,Talentropy.ai,2022,2015-2024,Active,Surviving,Colombia,FALSE,35,26-100,FALSE,Human Resources
25825,Bemlo,2022,2015-2024,Active,Surviving,Sweden,FALSE,8,6-10,FALSE,Healthcare
25825,Bemlo,2022,2015-2024,Active,Surviving,Sweden,FALSE,8,6-10,FALSE,Healthcare IT
25822,Rome,2022,2015-2024,Active,Surviving,USA,TRUE,1,1-5,FALSE,B2B
25822,Rome,2022,2015-2024,Active,Surviving,USA,TRUE,1,1-5,FALSE,Supply Chain and Logistics
25819,Broccoli AI,2022,2015-2024,Active,Surviving,USA,TRUE,21,11-25,FALSE,B2B
25819,Broccoli AI,2022,2015-2024,Active,Surviving,USA,TRUE,21,11-25,FALSE,"Engineering, Product and Design"
25818,Vimmerse,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,B2B
25818,Vimmerse,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,"Engineering, Product and Design"
25814,Duplo,2022,2015-2024,Active,Surviving,Nigeria,FALSE,13,11-25,FALSE,Fintech
25810,Material Depot,2022,2015-2024,Active,Surviving,India,FALSE,50,26-100,FALSE,Real Estate and Construction
25789,SaveIN,2022,2015-2024,Active,Surviving,India,FALSE,60,26-100,FALSE,Healthcare
25789,SaveIN,2022,2015-2024,Active,Surviving,India,FALSE,60,26-100,FALSE,Consumer Health and Wellness
25788,DimOrder,2022,2015-2024,Active,Surviving,Hong Kong,FALSE,70,26-100,FALSE,B2B
25787,Courtyard.io,2022,2015-2024,Active,Surviving,USA,TRUE,90,26-100,FALSE,Consumer
25782,Carbon Crusher,2022,2015-2024,Active,Surviving,Norway,FALSE,21,11-25,FALSE,Industrials
25782,Carbon Crusher,2022,2015-2024,Active,Surviving,Norway,FALSE,21,11-25,FALSE,Climate
25779,Nullstone,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,B2B
25779,Nullstone,2022,2015-2024,Active,Surviving,USA,TRUE,2,1-5,FALSE,Infrastructure
25778,Take App,2022,2015-2024,Active,Surviving,Singapore,FALSE,7,6-10,FALSE,B2B
25777,BotCity,2022,2015-2024,Active,Surviving,USA,TRUE,35,26-100,FALSE,B2B
25777,BotCity,2022,2015-2024,Active,Surviving,USA,TRUE,35,26-100,FALSE,"Engineering, Product and Design"
25776,Partna,2022,2015-2024,Active,Surviving,USA,TRUE,8,6-10,FALSE,Fintech
25763,Cinder,2022,2015-2024,Active,Surviving,USA,TRUE,30,26-100,FALSE,B2B
25763,Cinder,2022,2015-2024,Active,Surviving,USA,TRUE,30,26-100,FALSE,Security
25758,Nash,2022,2015-2024,Active,Surviving,Kenya,FALSE,11,11-25,FALSE,Fintech
25755,Rank (formerly Moni),2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,Fintech
25755,Rank (formerly Moni),2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,Credit and Lending
25754,Cash Flow Portal,2022,2015-2024,Active,Surviving,USA,TRUE,19,11-25,FALSE,Real Estate and Construction
25754,Cash Flow Portal,2022,2015-2024,Active,Surviving,USA,TRUE,19,11-25,FALSE,Housing and Real Estate
25753,Airwork,2022,2015-2024,Active,Surviving,Canada,FALSE,4,1-5,FALSE,B2B
25753,Airwork,2022,2015-2024,Active,Surviving,Canada,FALSE,4,1-5,FALSE,Recruiting and Talent
25752,Simplifyd Systems,2022,2015-2024,Active,Surviving,London,FALSE,8,6-10,FALSE,B2B
25746,Durioo,2022,2015-2024,Active,Surviving,Malaysia,FALSE,50,26-100,FALSE,Consumer
25746,Durioo,2022,2015-2024,Active,Surviving,Malaysia,FALSE,50,26-100,FALSE,Content
25745,goodfin,2022,2015-2024,Active,Surviving,USA,TRUE,8,6-10,FALSE,Fintech
25743,Trackingplan,2022,2015-2024,Active,Surviving,Spain,FALSE,17,11-25,FALSE,B2B
25743,Trackingplan,2022,2015-2024,Active,Surviving,Spain,FALSE,17,11-25,FALSE,Analytics
25737,Arintra,2022,2015-2024,Active,Surviving,USA,TRUE,50,26-100,FALSE,Healthcare
25737,Arintra,2022,2015-2024,Active,Surviving,USA,TRUE,50,26-100,FALSE,Healthcare IT
25733,SmartHelio,2022,2015-2024,Active,Surviving,Switzerland,FALSE,25,11-25,FALSE,B2B
25733,SmartHelio,2022,2015-2024,Active,Surviving,Switzerland,FALSE,25,11-25,FALSE,Analytics
25732,Sprites,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,B2B
25732,Sprites,2022,2015-2024,Active,Surviving,USA,TRUE,5,1-5,FALSE,Marketing
25728,Benson,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Fintech
25728,Benson,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Consumer Finance
25726,Vendy,2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,Fintech
25726,Vendy,2022,2015-2024,Active,Surviving,Nigeria,FALSE,20,11-25,FALSE,Payments
25725,Argo,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Consumer
25725,Argo,2022,2015-2024,Active,Surviving,USA,TRUE,10,6-10,FALSE,Content
25724,Lovage,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,B2B
25724,Lovage,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Marketing
25721,Tendo,2022,2015-2024,Active,Surviving,Ghana,FALSE,15,11-25,FALSE,Consumer
25721,Tendo,2022,2015-2024,Active,Surviving,Ghana,FALSE,15,11-25,FALSE,Social
25720,Convoy,2022,2015-2024,Active,Surviving,Nigeria,FALSE,8,6-10,FALSE,B2B
25720,Convoy,2022,2015-2024,Active,Surviving,Nigeria,FALSE,8,6-10,FALSE,"Engineering, Product and Design"
25717,Lenco,2022,2015-2024,Active,Surviving,Nigeria,FALSE,13,11-25,FALSE,Fintech
25717,Lenco,2022,2015-2024,Active,Surviving,Nigeria,FALSE,13,11-25,FALSE,Banking and Exchange
25716,Dojah Inc,2022,2015-2024,Active,Surviving,Nigeria,FALSE,30,26-100,FALSE,B2B
25716,Dojah Inc,2022,2015-2024,Active,Surviving,Nigeria,FALSE,30,26-100,FALSE,Infrastructure
25715,SubscriptionFlow,2022,2015-2024,Active,Surviving,London,FALSE,9,6-10,FALSE,B2B
25715,SubscriptionFlow,2022,2015-2024,Active,Surviving,London,FALSE,9,6-10,FALSE,Sales
25714,Strong Compute,2022,2015-2024,Active,Surviving,Australia,FALSE,8,6-10,FALSE,B2B
25713,Grey,2022,2015-2024,Active,Surviving,USA,TRUE,15,11-25,FALSE,Fintech
25711,"Elphinstone, Inc.",2022,2015-2024,Active,Surviving,Pakistan,FALSE,15,11-25,FALSE,Fintech
25711,"Elphinstone, Inc.",2022,2015-2024,Active,Surviving,Pakistan,FALSE,15,11-25,FALSE,Asset Management
25700,Alga Biosciences,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Industrials
25700,Alga Biosciences,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Climate
25697,Prembly (formerly Identitypass),2022,2015-2024,Active,Surviving,Nigeria,FALSE,80,26-100,FALSE,B2B
25697,Prembly (formerly Identitypass),2022,2015-2024,Active,Surviving,Nigeria,FALSE,80,26-100,FALSE,Infrastructure
25696,Agency,2022,2015-2024,Active,Surviving,USA,TRUE,50,26-100,FALSE,B2B
25696,Agency,2022,2015-2024,Active,Surviving,USA,TRUE,50,26-100,FALSE,Security
25695,Pluto.markets,2022,2015-2024,Active,Surviving,Denmark,FALSE,4,1-5,FALSE,Fintech
25695,Pluto.markets,2022,2015-2024,Active,Surviving,Denmark,FALSE,4,1-5,FALSE,Asset Management
25694,PayCrunch,2022,2015-2024,Active,Surviving,India,FALSE,5,1-5,FALSE,Fintech
25694,PayCrunch,2022,2015-2024,Active,Surviving,India,FALSE,5,1-5,FALSE,Credit and Lending
25692,Livedocs,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,B2B
25692,Livedocs,2022,2015-2024,Active,Surviving,USA,TRUE,3,1-5,FALSE,Analytics
25691,voize,2022,2015-2024,Active,Surviving,Germany,FALSE,140,101-500,FALSE,B2B
25691,voize,2022,2015-2024,Active,Surviving,Germany,FALSE,140,101-500,FALSE,Productivity
25689,Kaagaz,2022,2015-2024,Active,Surviving,India,FALSE,11,11-25,FALSE,Consumer
25685,Boya,2022,2015-2024,Active,Surviving,Kenya,FALSE,9,6-10,FALSE,Fintech
25684,Curacel,2022,2015-2024,Active,Surviving,Nigeria,FALSE,30,26-100,FALSE,Fintech
25684,Curacel,2022,2015-2024,Active,Surviving,Nigeria,FALSE,30,26-100,FALSE,Insurance
25683,FinFlx,2022,2015-2024,Active,Surviving,United Arab Emirates,FALSE,8,6-10,FALSE,Fintech
25682,LunaJoy Health,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Healthcare
25682,LunaJoy Health,2022,2015-2024,Active,Surviving,USA,TRUE,6,6-10,FALSE,Healthcare Services
25681,SpadeWorks,2022,2015-2024,Active,Surviving,USA,TRUE,13,11-25,FALSE,B2B
25681,SpadeWorks,2022,2015-2024,Active,Surviving,USA,TRUE,13,11-25,FALSE,Operations
25680,Cotera,2022,2015-2024,Active,Surviving,USA,TRUE,8,6-10,FALSE,B2B
25680,Cotera,2022,2015-2024,Active,Surviving,USA,TRUE,8,6-10,FALSE,Analytics
